,zone,total,white,black,asian,hispanic
0,0,55643.0,44.28948834534443,27.063601890624156,5.423862839890013,18.936793487051382
1,1,78763.0,42.05401013166081,11.637443977502127,21.02002209159123,19.697065881187868
2,2,59453.0,53.16973071165458,18.084873765831833,10.382991606815468,14.988310093687451
3,3,41350.0,64.30471584038693,2.9842805320435306,9.119709794437727,17.830713422007253
4,4,36142.0,74.71916330031543,2.5538155055060594,5.965358862265508,11.96115322893033
5,5,101428.0,76.17226012540915,4.243404188192609,7.045391805024254,8.973853373821825
6,6,69568.0,79.97498850045999,3.7890984360625573,7.3079576816927325,6.2514374425023
7,7,95405.0,69.07289974320004,6.931502541795504,14.550600073371417,6.086683087888475
8,8,11002.0,82.72132339574623,0.4181057989456462,2.563170332666788,9.87093255771678
9,9,43788.0,78.88919338631588,0.7307938247921806,4.1381200328857215,13.622453640266741
10,10,27194.0,58.21504743693462,2.625579171876149,11.587114804736338,24.36566889755093
11,11,19928.0,73.86089923725412,0.5570052187876355,10.226816539542352,13.182456844640706
12,12,18806.0,48.74508135701372,2.238647240242476,26.262894820801876,18.728065511007124
13,13,49280.0,33.638392857142854,5.113636363636364,12.538555194805195,46.00852272727273
14,14,63919.0,47.00010951360316,1.6395750872197623,5.943459691171639,42.51161626433455
15,15,53604.0,43.99858219535855,2.7348705320498468,8.585180210432057,41.15737631520035
16,16,43587.0,59.71505265331406,2.0854842040057817,5.063436345699405,32.13114001881295
17,17,14382.0,36.20497844527882,3.115004867195105,2.5378945904602976,55.64594632179113
18,18,78788.0,14.30674722038889,2.444534700715845,2.200842767934203,79.88906940143168
19,19,23163.0,9.890774079350688,4.515822648188922,2.3054008548115528,82.52816992617537
20,20,37360.0,35.602248394004285,2.157387580299786,4.470021413276231,53.92130620985011
21,21,72305.0,52.013000484060576,4.471336698706867,4.215476108152963,36.043150542839356
22,22,54401.0,9.020054778404809,33.08578886417529,0.529402033050863,55.440157350048715
23,23,83506.0,62.98709074797021,6.306133690992264,5.430747491198237,21.077527363303236
24,24,95073.0,5.284360438820696,75.67974083073007,0.3355316441050561,17.050056272548463
25,25,16489.0,2.7654800169810176,92.41312390078234,0.018193947480138275,3.4811086178664565
26,26,18075.0,5.941908713692946,84.8686030428769,0.8796680497925311,4.7745504840940525
27,27,62816.0,43.62264391237901,24.218352012226184,18.50643148242486,9.989493122771268
28,28,29857.0,4.809592390394212,82.85829118799612,0.2311015842181063,10.908664634759017
29,29,70235.0,5.5300064070620065,12.960774542606963,0.37018580479817753,80.79874706342991
30,30,32672.0,22.266772771792358,3.121939275220372,4.517629774730656,68.27864838393731
31,31,26085.0,58.02568525972781,9.1738547057696,19.355951696377225,10.596128042936554
32,32,4929.0,45.99310204909718,23.77764252383851,21.201054980726315,5.132886995333739
33,33,13401.0,13.901947615849563,8.93216924110141,70.74098947839713,5.559286620401462
34,34,21450.0,10.582750582750583,65.1002331002331,14.55011655011655,5.370629370629371
35,35,6973.0,4.402696113580955,86.66284239208375,1.6348773841961852,5.8367990821741005
36,36,2149.0,3.1177291763610984,89.3438808748255,0.04653327128897162,6.04932526756631
37,37,17717.0,2.675396511824801,90.14505841846814,0.6547383868600779,3.6518597956764687
38,38,17972.0,20.9158691297574,66.0137992432673,6.014912085466281,2.247941241931894
39,39,10427.0,1.8317828713915796,91.67545794571785,0.0,2.2345832933729737
40,40,27722.0,46.962701103816464,24.431859173219824,14.234182237933771,7.51388788687685
41,41,24967.0,7.890415348259702,82.67312852965915,3.27231946168943,2.9559017903632796
42,42,50275.0,2.908005967180507,92.9786176031825,0.22675285927399305,2.5559423172550972
43,43,31363.0,0.8576985619998087,96.46079775531678,0.24551222778433185,0.8640755029812199
44,44,9629.0,0.8308235538477516,94.74504102191297,1.3397029805794995,0.0
45,45,25747.0,3.010059424398959,76.13702567289393,0.3456713403503321,19.72657008583524
46,46,2180.0,2.522935779816514,88.89908256880734,0.0,7.155963302752294
47,47,12343.0,0.874989872802398,93.437575953982,0.06481406465202949,4.399254638256502
48,48,36509.0,1.5037388041304884,95.19844421923361,0.29033936837492125,1.4270453860691885
49,49,7131.0,12.01794979666246,80.38143317907726,0.07011639321273314,4.305146543261815
50,50,15144.0,4.972266244057052,63.69519281563656,0.0,30.969360802958267
51,51,22999.0,12.883168833427542,1.773990173485804,0.3130570894386712,84.8471672681421
52,52,29621.0,0.9587792444549474,90.891597177678,0.0,6.127409608048344
53,53,7414.0,0.9711356892365794,95.3736174804424,0.0,3.655246830321014
54,54,9175.0,36.904632152588555,6.877384196185286,0.0,56.03269754768392
55,55,36049.0,40.85550223307165,4.635357430164498,0.9930927348886238,52.786485061998945
56,56,13533.0,14.71218502918791,0.7684918347742555,4.522278873863889,79.80492130348038
57,57,42728.0,7.402639955064595,1.355083317730762,10.571522186856393,79.87736378955252
58,58,15246.0,15.413879050242688,1.2068739341466614,29.988193624557262,52.761380034107304
59,59,32901.0,35.39710039208535,2.237014072520592,40.48509163855202,20.86258776328987
60,60,35377.0,13.087599287672782,22.701190038725727,1.8797523814907993,61.45518274585182
61,61,18523.0,14.706041138044593,0.6748366895211358,2.7695297737947415,81.70382767370296
62,62,32532.0,3.4612074265338744,4.429484814951432,0.5563752612812001,91.46686339604082
63,63,24382.0,39.00418341399393,2.546960872774998,0.5947010089410221,56.91903863505865
64,64,32162.0,11.874261550898577,2.490516758908028,0.226975934332442,85.08177352154716
65,65,51243.0,2.43350311262026,39.74981948753976,0.48006556993150284,55.39683468961615
66,66,26158.0,1.50240844101231,86.90649132196651,0.07645844483523205,9.5878889823381
