,zone,total,white,black,asian,hispanic
67,67,22019.0,1.1580907398156137,92.0931922430628,0.5949407330033153,3.9329669830600844
68,68,29429.0,0.873288253083693,95.58938462061232,0.09854225423901594,2.004825172448945
69,69,42902.0,10.069460631206004,45.042189175329824,0.829798144608643,42.72761176635122
70,70,46698.0,1.045012634374063,94.5479463788599,0.26553599725898325,2.991562807829029
71,71,19817.0,56.14371499217843,33.11298380178634,0.978957460766009,5.949437351768683
72,72,26940.0,1.674090571640683,95.47884187082406,0.1744617668893838,1.4587973273942094
73,73,18840.0,81.1411889596603,3.232484076433121,1.60828025477707,10.483014861995754
74,74,26871.0,34.95962189721261,52.67016486174686,0.6363737858658033,8.79758847828514
75,75,21499.0,64.23554583934137,4.465323968556676,12.605237452904786,16.33564351830318
76,76,58693.0,53.519159013851734,13.257117543829757,13.730768575468966,15.884347366806944
