,zone,total,white,black,asian,hispanic
34,34,21353,11.42696576593453,66.55739240387769,14.83632276495106,3.418723364398445
35,35,7227,2.8504220285042203,91.04746091047461,0.9824270098242702,4.151100041511
36,36,2330,1.9313304721030045,92.7038626609442,0.0,5.1072961373390555
37,37,22643,3.603762752285475,90.79185620279998,0.6933710197412003,2.265600847944177
38,38,17954,18.99855185473989,67.43901080539155,6.9343878801381305,2.422858415951877
39,39,10969,1.1031087610538792,92.49703710456741,0.0,2.3976661500592575
40,40,27482,47.87133396404919,26.446401280838366,13.532493996070155,7.448511753147515
41,41,24844,7.796651102881984,82.73224923522781,3.6024794719046858,3.364997584929963
42,42,50265,2.4211678106037997,93.6198149806028,0.19496667661394607,2.464935840047747
43,43,30967,1.8891077598734138,95.66635450641004,0.4004262602124843,0.8460619369005715
44,44,9713,0.9574796664264388,96.58190054566046,0.7206836198908679,0.0926593225573973
45,45,29936,2.8126670229823625,76.47982362373062,0.347407803313736,19.755478353821484
46,46,2006,0.4985044865403789,96.26121635094715,0.0,1.9441674975074776
47,47,12815,1.1158798283261802,94.07725321888411,0.07023019898556379,3.722200546234881
48,48,39162,1.4222971247638017,95.19432102548389,0.42132679638425,1.1720545426689137
49,49,6840,9.970760233918128,81.05263157894737,0.13157894736842105,5.511695906432749
50,50,15475,3.7932148626817446,65.11793214862682,0.0,30.804523424878838
51,51,23723,13.73350756649665,3.654681111157948,0.451039076002192,81.97108291531426
52,52,30020,0.9660226515656228,91.86875416389074,0.0,5.203197868087941
53,53,7359,1.2094034515559178,94.98573175703221,0.29895366218236175,3.505911129229515
54,54,9089,35.10837275827924,4.235889536802729,0.0,60.41368687424359
55,55,37207,41.814712285322656,5.25169994893434,1.2094498347085225,50.98771736501197
56,56,13726,15.365000728544368,0.9543931225411627,5.9667783768031475,77.41512458108699
57,57,44156,6.825799438354924,1.198025183440529,10.222846272307274,80.89500860585198
58,58,15177,17.295908282269224,1.456150754431047,23.88482572313369,56.34842195427291
59,59,34540,34.23566878980891,3.00810654313839,39.59177764910249,21.88187608569774
60,60,39508,12.739192062367117,23.028247443555735,1.9489723600283486,61.455907664270526
61,61,19126,14.482902854752695,1.6731151312349681,2.81292481438879,80.89511659521071
62,62,37478,3.93564224344949,3.99434334809755,0.6190298308340894,91.31223651208708
63,63,24976,41.820147341447786,2.2701793721973096,0.5044843049327354,54.05989750160154
64,64,31886,12.632503292981244,2.6500658596249136,0.44533651132158314,83.97102176503795
65,65,51352,2.9696993301137247,43.18624396323415,0.5160461131017292,51.56761177753544
66,66,26346,1.6131481059743416,87.66795718515145,0.09109542245502164,9.367645942458058
67,67,22921,0.6107935953928711,94.63810479472973,0.29667117490510886,3.690938440731207
68,68,30149,1.0083253175893065,95.65491392749344,0.01326743838933298,1.7380344290026204
69,69,43356,9.47965679490728,45.87139034966326,0.945659193652551,41.327613248454654
70,70,45909,1.1413883987889084,95.38652551787231,0.3071293210481605,2.18040035722843
71,71,19791,57.51604264564701,34.2276792481431,0.8084482845737961,4.941640139457329
72,72,26742,1.346196993493381,96.09602871886919,0.1607957520005983,1.1405280083763367
73,73,19190,82.85044293903074,3.533090151120375,1.8447107868681607,10.47420531526837
74,74,27114,33.80910230877038,53.73238917164564,0.5126502913623958,9.766172457033267
75,75,21368,65.29389741669786,1.759640584050917,10.571883189816548,20.657057281916885
76,76,57649,56.60115526722059,12.308973269267463,12.435601658311505,15.04449339971205
