,zone,total,white,black,asian,hispanic
39,39,11355,1.083223249669749,91.61602818141787,0.18494055482166447,2.1400264200792605
40,40,27517,47.603299778318856,26.841588835992297,12.079805211323908,8.51473634480503
41,41,25058,7.849788490701573,82.9435709154761,3.78322292281906,3.324287652645862
42,42,49410,2.639141874114552,93.49321999595223,0.17607771706132364,2.289010321797207
43,43,30653,1.9606563794734608,95.28594264835417,0.593742863667504,1.2592568427233874
44,44,9785,0.633622892181911,96.21870209504343,0.8175779253960144,0.5620848237097598
45,45,29021,2.2363116364012265,76.47565555976706,0.3790358705764791,20.40246717893939
46,46,2336,0.4280821917808219,96.96061643835617,0.0,1.5839041095890412
47,47,12956,1.3275702377276937,94.43501080580427,0.11577647422043841,3.535041679530719
48,48,41106,1.1920400914708316,95.94706368899917,0.3624774972023549,1.2966476913345983
49,49,6816,9.903169014084508,83.49471830985915,0.07335680751173708,4.43075117370892
50,50,14697,4.688031571068926,63.72729128393549,0.0068041096822480775,31.196842893107434
51,51,24230,14.585224927775483,3.314073462649608,0.19397441188609163,81.7086256706562
52,52,30468,0.8927399238545359,92.37560719443351,0.06236050938689773,5.185768675331495
53,53,7262,1.8039107683833655,95.29055356651061,0.3029468465987331,2.6025888185072983
54,54,9205,39.163498098859314,4.997284084736556,0.0,55.611080934274845
55,55,36462,42.99544731501289,4.547199824474796,1.1573693160002194,50.33459492073939
56,56,13082,16.327778627121237,0.9402232074606329,4.968659226417979,77.42699892982723
57,57,45031,6.833070551397926,1.1258910528302726,8.03668583864449,83.12495836201728
58,58,15920,17.072864321608037,0.9798994974874372,24.685929648241206,56.400753768844226
59,59,33888,33.40120396600567,2.5761331444759206,39.347261567516526,23.421270066100096
60,60,39542,11.729300490617572,23.57240402609883,2.058570633756512,61.711597794749885
61,61,19336,14.78589160115846,1.5049648324369054,2.1307405875051715,81.46979726934217
62,62,39302,3.8216884636914155,3.8242328634675085,0.5241463538751209,91.7815887232202
63,63,25735,38.78375752865747,1.6164756168641925,0.5478919759082961,57.66465902467457
64,64,32176,13.752486325211338,2.5795624067628045,0.69617105917454,82.69517652909
65,65,52003,3.5036440205372767,44.55319885391227,0.2922908293752283,50.027883006749605
66,66,28237,1.090767432800935,89.6979140843574,0.014165810815596556,7.755781421539115
67,67,23792,0.722932078009415,94.1156691324815,0.3194351042367182,4.308170813718897
68,68,30805,1.103716929069956,96.17269923713683,0.0,1.2140886219769518
69,69,43986,10.057745646342017,47.54694675578593,0.8411767380530168,39.33751648251717
70,70,45271,0.7996289015042743,96.15206202646286,0.2650703540898147,1.8466568001590422
71,71,20437,56.735332974507024,34.91706219112395,0.9296863531829526,5.3628223320448205
72,72,27354,0.9797470205454413,96.93646267456315,0.13891935365942823,0.5958909117496527
73,73,19342,84.25705718126358,3.179609140730018,1.9129355806017994,9.502636749043532
74,74,27812,32.15878038256867,56.288652380267514,0.39191715806126853,8.949374370775205
75,75,21233,66.98064333819997,1.9168275797108274,9.419300145999152,19.055244195356284
76,76,57022,55.029637683701026,13.484269229420223,12.838904282557609,15.3624916698818
