,zone,CA,total,white,black,asian,hispanic
0,0,12.0,55789.0,43.985373460718066,26.813529548835792,4.619190162935346,19.89998028285146
1,1,28.0,79897.0,40.547204525827,11.424709313240799,20.99453045796463,22.191071003917546
2,2,36.0,59119.0,52.89331686936518,18.06694971159864,10.92203860011164,14.46066408430454
3,3,44.0,42338.0,62.54428645661109,4.26330955642685,10.383107373990269,17.79016486371581
4,4,70.0,37094.0,73.20590931147895,2.269908880142341,6.319081253032835,12.349706151938319
5,5,204.0,102611.0,75.57084523101811,4.332868795743146,7.165898392959819,9.102337955969633
6,6,140.0,69641.0,79.66858603408912,3.8109734208296837,7.208397352134519,6.276475064976092
7,7,160.0,98505.0,69.39140145170296,6.799654839855846,13.948530531445105,6.194609410689813
8,8,27.0,11494.0,80.81607795371498,0.6612145467200279,2.0532451713937707,12.510875239255265
9,9,80.0,44994.0,74.81219718184647,0.8890074232119839,5.565186469307019,15.602080277370318
