src,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
0,0.19783760426843014,0.09976703990381003,0.06944465319005035,0.029187645600060118,0.014907567445705268,0.08052716615315247,0.03555835274667468,0.08615014653941534,0.0006631847899601713,0.002560682347636582,0.004140677838731495,0.0026865559479972946,0.011903509431126474,0.0135718043135192,0.006423311039302623,0.010691741188847975,0.0018580446381603667,0.0009600210415570752,0.0035695498609754264,0.0015330277297662884,0.008595100323138198,0.018033741639738483,0.005044337566694221,0.02102464868114526,0.004572781242954836,0.0011065604569023822,0.001739685879612234,0.03162057563688284,0.002235665439242504,0.0020027053430525287,0.0036503344104606597,0.04322537010595927,0.007544901179830164,0.0009393552265724806,0.002365296460509506,0.0004753137446456752,0.0001352671526264372,0.0021642744420229953,0.001602540016532652,0.0010577139851206132,0.0038663861125723302,0.0013940031562335612,0.0028443676260614713,0.0009825655669948147,0.00029871496205004884,0.0009487487788382054,0.0001164800480949876,0.00027804914706545426,0.0011892237168407605,0.00019538588712707597,0.00016720523032990155,7.702712857894341e-05,0.00043961824603592093,4.884647178176899e-05,1.8787104531449612e-05,0.005367475764635155,0.0004809498760051101,0.0005711279777560682,0.0005917937927406628,0.001159164349590441,0.0008472984143683775,0.0001258736003607124,0.0004847072969114,0.0001747200721424814,0.0002611407529871496,0.000873600360712407,0.0007439693394454047,0.0011948598482001953,0.0015931464642669271,0.00024047493800255504,0.0012324340572630946,0.0002179304125648155,0.00037949951153528217,9.20568122041031e-05,0.0003005936725031938,0.025937476516119336,0.1111858420380251
1,0.13343404355936211,0.17746630586133516,0.05697659144050653,0.0647873262748601,0.01707169692352153,0.04976223629246249,0.020271654887948926,0.05372671623361269,0.0016761684575572078,0.004991724246643722,0.009373932690539368,0.007624201980926359,0.03794761316764312,0.035254709297743214,0.010059637968630955,0.019893334734519087,0.0044426345795129125,0.001027244305493524,0.009849460105614376,0.0038357460000525445,0.010080655754932612,0.018343272994771825,0.006788744975435463,0.01696660799201324,0.00751911304941807,0.0012242860520715656,0.0019651630192050024,0.02566008985103644,0.0023855187452381577,0.0019809263589312454,0.0023645009589365,0.029091243464782073,0.004319155084990673,0.00104038042193206,0.00293198118908126,0.000543835220555395,0.00020229619315345612,0.002151695872632215,0.0011165698972755694,0.0009431731602868928,0.0026298505109949295,0.0014870083808422878,0.002637732180858051,0.0009090192575466989,0.00035992959041588945,0.00061477024932349,4.729001917873e-05,0.00010771615479599611,0.0007697764232982162,0.00019704174657804167,0.00024170454246906443,7.618947534350944e-05,0.00042561017260857,9.458003835746e-05,3.152667945248667e-05,0.003189449071276568,0.0003178940178125739,0.0011848777027559571,0.0005648530068570528,0.0010009720726164516,0.0012453038383732234,0.00020229619315345612,0.0005884980164464178,0.00023382287260594278,0.0003730657068544256,0.00089851036439587,0.00066206026850222,0.0011559782465911778,0.001358274439744634,0.00024170454246906443,0.0011402149068649343,0.00016026062055014056,0.0011507238000157633,4.203557260331556e-05,0.00019178730000262722,0.025922812179807162,0.09045267057247196
2,0.03640670376559534,0.020273346128041884,0.11205931502182132,0.040863537848255777,0.026367852006386538,0.17606880511991937,0.06033618080812805,0.12370529924252907,0.00039605699021500644,0.001535555897002278,0.003518703910657178,0.001612858586658701,0.004822351738690187,0.014138757373579086,0.005131562497315879,0.015450040035158409,0.001087009426156367,0.0003912852192485606,0.0032848871333013307,0.001961197867209249,0.01148374400784861,0.029861742708018196,0.0046305265458390634,0.04016685928715468,0.0031283730456019066,0.000825516377195134,0.0016939786930882806,0.04406444181254766,0.0022971305432470373,0.001490701249917687,0.004736459861294161,0.05862216067698069,0.007845745823030284,0.000964852089415353,0.0023858854832229303,0.0005334839940486473,0.00011643121158127901,0.001668211129869473,0.0013456394125377327,0.0008990016500784001,0.003880404149913774,0.0015202862299096512,0.0030348463346595678,0.0010068436739200767,0.0002891693205666192,0.0006165128088648053,6.107866837050703e-05,0.00017082940059876182,0.0006365542469238778,0.00012883781609403824,0.00017846423414507519,7.92113980430013e-05,0.0002023230889773045,4.580900127788026e-05,2.195014644565096e-05,0.0053892381295039555,0.00018419035930481023,0.0005754755785533708,0.0007358070830259518,0.0017884597582239086,0.0009791674023146906,0.00011452250319470067,0.0004256419702069708,0.00016414892124573763,0.00021091227671690704,0.0006880893733614931,0.0007310353120595059,0.0009753499855415339,0.0011786274287121277,0.0004036918237613198,0.0006375086011171671,0.0001880077760779669,0.00032829784249147526,5.7261251597350334e-05,0.0002948954457263542,0.02190433744437308,0.08200002099579225
3,0.03325910432265846,0.051830897444006534,0.0882699987567913,0.08710312743325387,0.04448069863966796,0.1121308815222109,0.04606415393104772,0.08059700190407228,0.0008985999725185446,0.003882300852143226,0.008056864802144426,0.00452571588100966,0.0182969785666458,0.042447943362028916,0.012432086998436174,0.03513918484768512,0.0034330008658839542,0.0004492999862592723,0.006054644475027863,0.002647816423877459,0.020395165881118713,0.04351012342663215,0.006770034744411559,0.043034650625639326,0.003145099903814906,0.0008789703614683821,0.0014547722856064786,0.034585193602491654,0.0009945669598748939,0.0013609863661445917,0.004584604714160147,0.03919597113138535,0.004892135287279358,0.0007895465777954201,0.001066542200392156,0.00017230436366253644,0.00015485582050683657,0.0006019747388716463,0.0005583533809823966,0.00027263348680781085,0.00244715817758691,0.0005452669736156217,0.0010207397746084437,0.0002551849436521109,6.325096893941211e-05,0.0002115635857628612,3.053495052247481e-05,6.761310472833709e-05,0.0003620572704807728,4.7983493678174706e-05,6.325096893941211e-05,4.580242578371222e-05,9.81480552508119e-05,1.7448543155699894e-05,6.54320368338746e-06,0.004735098398878058,0.0004732917330983596,0.0005845261957159464,0.00047111066520389713,0.0020698334318448998,0.0006739499793889084,0.0002290121289185611,0.0008091761888455826,0.0001810286352403864,0.0002791766904911983,0.00047983493678174706,0.0005060077515152969,0.0003642383383752353,0.000331522319958298,0.00016794222787361147,0.0002944441657524357,0.00010469125893419936,8.942378367296196e-05,7.851844420064953e-05,9.81480552508119e-05,0.02803108457963188,0.06324660680362319
4,0.01617037213312371,0.012327714340330741,0.054060538440232044,0.04294413906910152,0.05410540195760983,0.15557497473988913,0.07531609273874218,0.10828297566056654,0.0006710021729547113,0.0023699640701743433,0.0031072862253396947,0.002284138210842927,0.0037314742932045425,0.017884938732039963,0.010940846477043534,0.034443477819867126,0.0024674934557782258,0.0008543574178900103,0.006676861738441792,0.00455462230770131,0.030493537702909888,0.06491750964565624,0.009563731552316714,0.06325755950267815,0.006653454685896861,0.0009752938560388245,0.002660601639273913,0.0523713294815728,0.0023641123070381105,0.0014297807929529167,0.005496756172634815,0.04825363882137688,0.006891426386770334,0.0009187268123885727,0.0012795855391229377,0.0002867363936754144,6.827056992271771e-05,0.001066971478506474,0.0013322514073490343,0.0006105339538803042,0.00317750738297449,0.0010026020840079115,0.0021983123515115104,0.0011781549780949,0.0003979198932638404,0.0007275692166049631,6.827056992271771e-05,0.00028868698138749207,0.000766580970846516,0.0002184658237526967,0.00018920700807153196,0.00010338114874011539,0.0003979198932638404,7.217174534687302e-05,2.5357640257009436e-05,0.007090386333402254,0.00033550108647735564,0.0008192468390726125,0.0005188563314126546,0.0020812770887868514,0.0012951902408195588,0.0002984399199478803,0.000477893989459024,0.00020481170976815313,0.0005656704365025182,0.0006651504098184783,0.0009401832772214268,0.0007646303831344384,0.0014863478366031685,0.00034915520046189917,0.000988947970023368,0.0002633293411304826,0.00047594340174694636,0.00013459055213335778,0.0005305598576851205,0.031392758638177684,0.027848540765332594
5,0.01572124822310973,0.0062486444520270705,0.06273890453764935,0.018872681408581844,0.028125289241127983,0.19520063491449513,0.1249076155203163,0.1651043616526012,0.00048178074451875113,0.0014443061459336324,0.0015254663430389417,0.001272660963119425,0.0018556329321141574,0.006622672083793241,0.004421331248264554,0.013423551238677289,0.0011314076839020993,0.00033327485194307874,0.002914514482432789,0.001586595512773579,0.014493139027763004,0.041528118727352854,0.004006205474134418,0.060571409231126284,0.002258671017313715,0.0004417186897774069,0.0010129483323824352,0.05488156137023279,0.0013130683804016428,0.0012819857517230137,0.004569837140840226,0.06387894628507329,0.008990132301482158,0.0010595722754003789,0.0018207513154859182,0.00020307317403371014,0.00012018616422403253,0.0010499021242559164,0.000937659298471978,0.00035952240504947663,0.0032719647122370237,0.0008668599775928784,0.0012370886214094383,0.0004310124510103236,6.45827951433738e-05,0.0002769807577806727,1.0360876226209702e-05,0.00014159864175819926,0.00025280537991951673,3.9716692200470523e-05,0.00010740775021170723,6.216525735725821e-05,8.841281046365611e-05,0.00013365530331810514,2.8665090892513508e-05,0.007887735071013445,0.0003446718157919094,0.0005270232373732001,0.0005470542647438723,0.0017292302421543992,0.0006271783742265606,0.00018304214666303806,0.00033120267669783677,0.0001547224183113982,0.0003087541115410491,0.0004417186897774069,0.0002894138092521243,0.00046934769304729946,0.0005491264399891142,0.00016404720691498694,0.0004147804115892617,0.00020169172387021552,0.0001453976297078095,9.048498570889806e-05,0.00013365530331810514,0.027103706845223705,0.03163175511861822
6,0.008464871650840974,0.0032222944750867977,0.026724250945678096,0.00936735719761525,0.016836846761513743,0.15568374892235673,0.14946445578689013,0.22832884333389186,0.000426716350398804,0.001075255747647851,0.0011299518413917463,0.0009224539619506189,0.0008404098213347757,0.003995853515179035,0.0031719393411638462,0.007543285880854544,0.0007644430244682541,0.0003359902901410725,0.003096406640279419,0.0015948686382148585,0.009714633983290777,0.046835483700129965,0.005196128905670075,0.07711020568335823,0.0031437231023277094,0.0006767556360851836,0.0014937242743868612,0.06964852984713744,0.001526281473043942,0.001294040122623433,0.004859270423564813,0.0761964336410495,0.009707254351595173,0.0010639692521133962,0.0016756104908844185,0.0002443960379191522,8.638510043678738e-05,0.0010066685824769344,0.0010153505021188226,0.00039155457584915684,0.003552207421478548,0.0009350427454313568,0.0011690204797802433,0.00046925775664405605,8.508281249050415e-05,0.00039502734370591214,1.5193359373304312e-05,0.0001067876115952246,0.00021661389506511005,4.340959820944089e-05,0.00014759263391209905,6.207572543950048e-05,0.00013326746650298355,2.1270703122626038e-05,2.2138895086814855e-05,0.008277776282558285,0.00017190200890938593,0.0005443563615463888,0.0005109309709251193,0.001742027176144863,0.00076010206464731,0.00015323588167932636,0.00025872120532826774,0.00016886333703472508,0.00026479854907758945,0.0005139696427997802,0.00040587974325827236,0.0004944353236055318,0.0005122332588714026,0.00013891071427021086,0.0005656270646690148,0.0002608916852387398,0.00022920267854584792,7.857137275908802e-05,0.0001367402343597388,0.02667346171577305,0.013886730467200141
7,0.007021452738832104,0.0029200167072030115,0.019229560941085622,0.006352611184124641,0.009235840791944862,0.07880187347256219,0.0854652217041282,0.2567905567190335,0.0002894135517814234,0.0009326994666521689,0.0010948231435780956,0.000707419176626584,0.0007479500958580656,0.003324512025637678,0.0027805187241452616,0.005717626782831428,0.0007114885460273351,0.0002469293352375812,0.002095888016162884,0.0011141933419256712,0.007148905388463631,0.028260305515232627,0.004899520758504412,0.07823118510780085,0.0043473887182104935,0.001287222928845611,0.002504289929222272,0.11603220857048262,0.003181107447955207,0.0022493846299592186,0.007795446798854977,0.12883574690345403,0.02244322334424684,0.002798261174732537,0.004091669545067289,0.0007134418433396957,0.00018995816362706475,0.002997334725817284,0.0025824218217166944,0.0011591191801099642,0.00805002654856597,0.002523334578017787,0.0035354681353726193,0.0014005141729625237,0.0003003194617754366,0.0008400806190910721,9.685099173787792e-05,0.00032685175026833424,0.000974695358867921,0.00018995816362706475,0.00030406328162412764,0.00012712710007946665,0.0003541979126413821,0.00010368753233113989,3.98798201273615e-05,0.010704394821287946,0.0004948353191313427,0.0014045835423632748,0.0010388286206237595,0.0036064379377217194,0.001425907038023211,0.0003346649395177765,0.0007505544922745464,0.00038154407501443,0.00048523160734556986,0.0011441439007151997,0.0009440937009742721,0.0012121837570957595,0.0016137491295618851,0.0004811622379448187,0.0013969331278898627,0.0004243538411103323,0.0005881052657965596,0.0001259876766472563,0.00034752414682415016,0.033732467935810743,0.010866518498213872
8,0.011546201299772374,0.020585227460165605,0.012436908257183387,0.013525550094019068,0.010655494342361363,0.04074159601491109,0.027446969946887473,0.056279484049747634,0.0825058555735163,0.22218190215419126,0.056939266981163195,0.03599115890871903,0.00610299211559397,0.018605878665918913,0.04420545640484281,0.02368620723781876,0.029855177646554282,0.004156632467918055,0.019067726717909808,0.0014845115956850195,0.009764787384950352,0.02197077161613829,0.006201959555306304,0.027413980800316696,0.009203971893247122,0.0001979348794246693,0.00032989146570778214,0.022432619668129185,0.0010226635436941247,0.0004948371985616732,0.0019133705011051365,0.029327351301421833,0.003397882096790156,0.0006597829314155643,0.0006267937848447861,6.597829314155642e-05,3.298914657077821e-05,0.0001979348794246693,9.896743971233465e-05,0.00016494573285389107,0.0006267937848447861,0.00013195658628311285,0.0002309240259954475,0.0005608154917032297,3.298914657077821e-05,0.0003958697588493386,0.003529838683073269,3.298914657077821e-05,9.896743971233465e-05,9.896743971233465e-05,9.896743971233465e-05,9.896743971233465e-05,0.0002639131725662257,6.597829314155642e-05,0.0,0.002804077458516148,3.298914657077821e-05,0.00036288061227856037,0.00016494573285389107,0.0009896743971233464,0.0007587503711278989,6.597829314155642e-05,9.896743971233465e-05,6.597829314155642e-05,0.0,0.00013195658628311285,0.00013195658628311285,0.0004948371985616732,0.00036288061227856037,9.896743971233465e-05,0.0007587503711278989,0.0002639131725662257,0.00013195658628311285,0.00036288061227856037,0.0002639131725662257,0.10319005047339426,0.00867614554811467
9,0.010131606434092333,0.016816377689575935,0.011959473574263631,0.015945964765684842,0.010427546828215305,0.03103892486595641,0.01762586170879465,0.04422568066290648,0.05788245943875775,0.17598008495230139,0.07235742636306663,0.02157753638326022,0.008199289743054105,0.023074646612352902,0.05995404219761855,0.026678156117262028,0.05503620917763387,0.008765058143583316,0.025450873894575586,0.004456514170322401,0.016790265301859203,0.023022421836919434,0.008886915952928068,0.024763247684701624,0.011515562983079172,0.002010653854188427,0.0013665482905090174,0.023300953972564584,0.001723417589304366,0.0014535895828981268,0.003586101246431307,0.02278741034746884,0.005753429426920131,0.0009574542162802033,0.000713738597590697,0.00012185780934475315,0.0001566743263003969,0.0008878211823689158,0.0006266973052015876,0.0003481651695564376,0.0013752524197479285,0.0008094840192187174,0.00157544739224288,0.0008791170531300049,6.963303391128752e-05,0.00043520646194554697,4.35206461945547e-05,4.35206461945547e-05,0.0003046445233618829,6.092890467237657e-05,0.00013926606782257503,7.833716315019845e-05,0.00013926606782257503,3.481651695564376e-05,0.0,0.0031073741382912053,8.70412923891094e-05,0.0006354014344404986,0.0008007798899798064,0.0015058143583315925,0.0018539795278880301,0.00020889910173386254,0.00021760323097277348,0.00036557342803425946,0.00023501148945059537,0.0006441055636794095,0.0006179931759626767,0.0011663533180140658,0.0009052294408467377,0.0006354014344404986,0.00038298168651208135,0.00027853213564515007,0.0001740825847782188,0.0001740825847782188,0.00012185780934475315,0.11833263700299422,0.013204164055427896
